source,source_url,collected_at,target_champion_name,target_champion_slug,position,page_role_hint,section,counter_rank,counter_champion_name,counter_champion_slug,win_rate,games,gd15
u.gg,https://u.gg/lol/champions/teemo/counter,2026-06-06T10:32:25.521496+00:00,Teemo,teemo,TOP,,gd15_counter,2,Irelia,irelia,,1109,808
u.gg,https://u.gg/lol/champions/teemo/counter,2026-06-06T10:32:25.521496+00:00,Teemo,teemo,TOP,,gd15_counter,3,Olaf,olaf,,1205,763
u.gg,https://u.gg/lol/champions/teemo/counter,2026-06-06T10:32:25.521496+00:00,Teemo,teemo,TOP,,gd15_counter,4,Akali,akali,,1077,624
u.gg,https://u.gg/lol/champions/teemo/counter,2026-06-06T10:32:25.521496+00:00,Teemo,teemo,TOP,,gd15_counter,5,Yasuo,yasuo,,1149,607
u.gg,https://u.gg/lol/champions/corki/counter,2026-06-06T10:32:27.673287+00:00,Corki,corki,BOTTOM,,win_rate_counter,1,Sivir,sivir,56.39,399,
u.gg,https://u.gg/lol/champions/corki/counter,2026-06-06T10:32:27.673287+00:00,Corki,corki,BOTTOM,,win_rate_counter,2,Xayah,xayah,55.38,381,
u.gg,https://u.gg/lol/champions/corki/counter,2026-06-06T10:32:27.673287+00:00,Corki,corki,BOTTOM,,win_rate_counter,3,Jinx,jinx,55.3,1273,
u.gg,https://u.gg/lol/champions/corki/counter,2026-06-06T10:32:27.673287+00:00,Corki,corki,BOTTOM,,win_rate_counter,4,Kalista,kalista,55.06,178,
u.gg,https://u.gg/lol/champions/corki/counter,2026-06-06T10:32:27.673287+00:00,Corki,corki,BOTTOM,,win_rate_counter,5,Zeri,zeri,54.95,475,
u.gg,https://u.gg/lol/champions/corki/counter,2026-06-06T10:32:27.673287+00:00,Corki,corki,BOTTOM,,gd15_counter,1,Draven,draven,,517,834
u.gg,https://u.gg/lol/champions/corki/counter,2026-06-06T10:32:27.673287+00:00,Corki,corki,BOTTOM,,gd15_counter,2,Mel,mel,,157,359
u.gg,https://u.gg/lol/champions/corki/counter,2026-06-06T10:32:27.673287+00:00,Corki,corki,BOTTOM,,gd15_counter,3,Kalista,kalista,,178,305
u.gg,https://u.gg/lol/champions/corki/counter,2026-06-06T10:32:27.673287+00:00,Corki,corki,BOTTOM,,gd15_counter,4,Varus,varus,,645,299
u.gg,https://u.gg/lol/champions/corki/counter,2026-06-06T10:32:27.673287+00:00,Corki,corki,BOTTOM,,gd15_counter,5,Velkoz,velkoz,,107,277
u.gg,https://u.gg/lol/champions/nilah/counter,2026-06-06T10:32:29.327191+00:00,Nilah,nilah,BOTTOM,,win_rate_counter,1,Swain,swain,61.82,110,
u.gg,https://u.gg/lol/champions/nilah/counter,2026-06-06T10:32:29.327191+00:00,Nilah,nilah,BOTTOM,,win_rate_counter,2,Seraphine,seraphine,55.26,114,
u.gg,https://u.gg/lol/champions/nilah/counter,2026-06-06T10:32:29.327191+00:00,Nilah,nilah,BOTTOM,,win_rate_counter,3,Xayah,xayah,53.75,400,
u.gg,https://u.gg/lol/champions/nilah/counter,2026-06-06T10:32:29.327191+00:00,Nilah,nilah,BOTTOM,,win_rate_counter,4,Brand,brand,53.43,277,
u.gg,https://u.gg/lol/champions/nilah/counter,2026-06-06T10:32:29.327191+00:00,Nilah,nilah,BOTTOM,,win_rate_counter,5,Yunara,yunara,52.65,340,
u.gg,https://u.gg/lol/champions/nilah/counter,2026-06-06T10:32:29.327191+00:00,Nilah,nilah,BOTTOM,,gd15_counter,1,Draven,draven,,400,835
u.gg,https://u.gg/lol/champions/nilah/counter,2026-06-06T10:32:29.327191+00:00,Nilah,nilah,BOTTOM,,gd15_counter,2,Mel,mel,,119,581
u.gg,https://u.gg/lol/champions/nilah/counter,2026-06-06T10:32:29.327191+00:00,Nilah,nilah,BOTTOM,,gd15_counter,3,Xayah,xayah,,400,244
u.gg,https://u.gg/lol/champions/nilah/counter,2026-06-06T10:32:29.327191+00:00,Nilah,nilah,BOTTOM,,gd15_counter,4,Varus,varus,,345,221
u.gg,https://u.gg/lol/champions/nilah/counter,2026-06-06T10:32:29.327191+00:00,Nilah,nilah,BOTTOM,,gd15_counter,5,Lucian,lucian,,664,191
u.gg,https://u.gg/lol/champions/brand/counter,2026-06-06T10:32:32.183497+00:00,Brand,brand,UTILITY,,win_rate_counter,1,Xerath,xerath,55.46,907,
u.gg,https://u.gg/lol/champions/brand/counter,2026-06-06T10:32:32.183497+00:00,Brand,brand,UTILITY,,win_rate_counter,2,Senna,senna,55.16,1637,
u.gg,https://u.gg/lol/champions/brand/counter,2026-06-06T10:32:32.183497+00:00,Brand,brand,UTILITY,,win_rate_counter,3,Zilean,zilean,54.78,513,
u.gg,https://u.gg/lol/champions/brand/counter,2026-06-06T10:32:32.183497+00:00,Brand,brand,UTILITY,,win_rate_counter,4,Poppy,poppy,54.58,284,
u.gg,https://u.gg/lol/champions/brand/counter,2026-06-06T10:32:32.183497+00:00,Brand,brand,UTILITY,,win_rate_counter,5,Pyke,pyke,53.52,1336,
u.gg,https://u.gg/lol/champions/brand/counter,2026-06-06T10:32:32.183497+00:00,Brand,brand,UTILITY,,gd15_counter,1,Pantheon,pantheon,,626,308
u.gg,https://u.gg/lol/champions/brand/counter,2026-06-06T10:32:32.183497+00:00,Brand,brand,UTILITY,,gd15_counter,2,Zoe,zoe,,212,294
u.gg,https://u.gg/lol/champions/brand/counter,2026-06-06T10:32:32.183497+00:00,Brand,brand,UTILITY,,gd15_counter,3,Xerath,xerath,,907,280
u.gg,https://u.gg/lol/champions/brand/counter,2026-06-06T10:32:32.183497+00:00,Brand,brand,UTILITY,,gd15_counter,4,Mel,mel,,413,280
u.gg,https://u.gg/lol/champions/brand/counter,2026-06-06T10:32:32.183497+00:00,Brand,brand,UTILITY,,gd15_counter,5,Sylas,sylas,,213,224
u.gg,https://u.gg/lol/champions/warwick/counter,2026-06-06T10:32:36.285952+00:00,Warwick,warwick,JUNGLE,,win_rate_counter,1,Jayce,jayce,54.27,293,
u.gg,https://u.gg/lol/champions/warwick/counter,2026-06-06T10:32:36.285952+00:00,Warwick,warwick,JUNGLE,,win_rate_counter,2,Rammus,rammus,53.39,457,
u.gg,https://u.gg/lol/champions/warwick/counter,2026-06-06T10:32:36.285952+00:00,Warwick,warwick,JUNGLE,,win_rate_counter,3,Sejuani,sejuani,52.87,348,
u.gg,https://u.gg/lol/champions/warwick/counter,2026-06-06T10:32:36.285952+00:00,Warwick,warwick,JUNGLE,,win_rate_counter,4,Skarner,skarner,51.39,216,
u.gg,https://u.gg/lol/champions/warwick/counter,2026-06-06T10:32:36.285952+00:00,Warwick,warwick,JUNGLE,,win_rate_counter,5,Udyr,udyr,51.29,464,
u.gg,https://u.gg/lol/champions/warwick/counter,2026-06-06T10:32:36.285952+00:00,Warwick,warwick,JUNGLE,,gd15_counter,1,Jayce,jayce,,293,463
u.gg,https://u.gg/lol/champions/warwick/counter,2026-06-06T10:32:36.285952+00:00,Warwick,warwick,JUNGLE,,gd15_counter,2,Briar,briar,,1123,450
u.gg,https://u.gg/lol/champions/warwick/counter,2026-06-06T10:32:36.285952+00:00,Warwick,warwick,JUNGLE,,gd15_counter,3,Khazix,khazix,,984,417
u.gg,https://u.gg/lol/champions/warwick/counter,2026-06-06T10:32:36.285952+00:00,Warwick,warwick,JUNGLE,,gd15_counter,4,Graves,graves,,1919,305
u.gg,https://u.gg/lol/champions/warwick/counter,2026-06-06T10:32:36.285952+00:00,Warwick,warwick,JUNGLE,,gd15_counter,5,Talon,talon,,958,273
u.gg,https://u.gg/lol/champions/karthus/counter,2026-06-06T10:32:42.062597+00:00,Karthus,karthus,JUNGLE,,win_rate_counter,1,Sejuani,sejuani,63.95,147,
u.gg,https://u.gg/lol/champions/karthus/counter,2026-06-06T10:32:42.062597+00:00,Karthus,karthus,JUNGLE,,win_rate_counter,2,FiddleSticks,fiddlesticks,58.94,207,
u.gg,https://u.gg/lol/champions/karthus/counter,2026-06-06T10:32:42.062597+00:00,Karthus,karthus,JUNGLE,,win_rate_counter,3,Ambessa,ambessa,57.67,163,
u.gg,https://u.gg/lol/champions/karthus/counter,2026-06-06T10:32:42.062597+00:00,Karthus,karthus,JUNGLE,,win_rate_counter,4,Rengar,rengar,57.14,385,
u.gg,https://u.gg/lol/champions/karthus/counter,2026-06-06T10:32:42.062597+00:00,Karthus,karthus,JUNGLE,,win_rate_counter,5,Lillia,lillia,57.0,200,
u.gg,https://u.gg/lol/champions/karthus/counter,2026-06-06T10:32:42.062597+00:00,Karthus,karthus,JUNGLE,,gd15_counter,1,Khazix,khazix,,565,245
u.gg,https://u.gg/lol/champions/karthus/counter,2026-06-06T10:32:42.062597+00:00,Karthus,karthus,JUNGLE,,gd15_counter,2,Hecarim,hecarim,,365,232
u.gg,https://u.gg/lol/champions/karthus/counter,2026-06-06T10:32:42.062597+00:00,Karthus,karthus,JUNGLE,,gd15_counter,3,Briar,briar,,373,186
u.gg,https://u.gg/lol/champions/karthus/counter,2026-06-06T10:32:42.062597+00:00,Karthus,karthus,JUNGLE,,gd15_counter,4,Jayce,jayce,,206,152
u.gg,https://u.gg/lol/champions/karthus/counter,2026-06-06T10:32:42.062597+00:00,Karthus,karthus,JUNGLE,,gd15_counter,5,Zed,zed,,192,146
u.gg,https://u.gg/lol/champions/sejuani/counter,2026-06-06T10:32:44.537156+00:00,Sejuani,sejuani,JUNGLE,,win_rate_counter,1,Ivern,ivern,57.86,140,
u.gg,https://u.gg/lol/champions/sejuani/counter,2026-06-06T10:32:44.537156+00:00,Sejuani,sejuani,JUNGLE,,win_rate_counter,2,Udyr,udyr,56.96,237,
u.gg,https://u.gg/lol/champions/sejuani/counter,2026-06-06T10:32:44.537156+00:00,Sejuani,sejuani,JUNGLE,,win_rate_counter,3,Lillia,lillia,56.67,420,
u.gg,https://u.gg/lol/champions/sejuani/counter,2026-06-06T10:32:44.537156+00:00,Sejuani,sejuani,JUNGLE,,win_rate_counter,4,Amumu,amumu,56.42,296,
u.gg,https://u.gg/lol/champions/sejuani/counter,2026-06-06T10:32:44.537156+00:00,Sejuani,sejuani,JUNGLE,,win_rate_counter,5,Evelynn,evelynn,53.02,298,
u.gg,https://u.gg/lol/champions/sejuani/counter,2026-06-06T10:32:44.537156+00:00,Sejuani,sejuani,JUNGLE,,gd15_counter,1,Briar,briar,,508,759
u.gg,https://u.gg/lol/champions/sejuani/counter,2026-06-06T10:32:44.537156+00:00,Sejuani,sejuani,JUNGLE,,gd15_counter,2,Khazix,khazix,,561,739
u.gg,https://u.gg/lol/champions/sejuani/counter,2026-06-06T10:32:44.537156+00:00,Sejuani,sejuani,JUNGLE,,gd15_counter,3,Hecarim,hecarim,,439,721
u.gg,https://u.gg/lol/champions/sejuani/counter,2026-06-06T10:32:44.537156+00:00,Sejuani,sejuani,JUNGLE,,gd15_counter,4,Qiyana,qiyana,,130,697
u.gg,https://u.gg/lol/champions/sejuani/counter,2026-06-06T10:32:44.537156+00:00,Sejuani,sejuani,JUNGLE,,gd15_counter,5,Jayce,jayce,,183,688
u.gg,https://u.gg/lol/champions/cassiopeia/counter,2026-06-06T10:32:46.770002+00:00,Cassiopeia,cassiopeia,MIDDLE,,win_rate_counter,1,Akali,akali,56.78,627,
u.gg,https://u.gg/lol/champions/cassiopeia/counter,2026-06-06T10:32:46.770002+00:00,Cassiopeia,cassiopeia,MIDDLE,,win_rate_counter,2,Veigar,veigar,55.8,362,
u.gg,https://u.gg/lol/champions/cassiopeia/counter,2026-06-06T10:32:46.770002+00:00,Cassiopeia,cassiopeia,MIDDLE,,win_rate_counter,3,Velkoz,velkoz,55.62,178,
u.gg,https://u.gg/lol/champions/cassiopeia/counter,2026-06-06T10:32:46.770002+00:00,Cassiopeia,cassiopeia,MIDDLE,,win_rate_counter,4,Brand,brand,55.37,177,
u.gg,https://u.gg/lol/champions/cassiopeia/counter,2026-06-06T10:32:46.770002+00:00,Cassiopeia,cassiopeia,MIDDLE,,win_rate_counter,5,Fizz,fizz,54.39,467,
u.gg,https://u.gg/lol/champions/cassiopeia/counter,2026-06-06T10:32:46.770002+00:00,Cassiopeia,cassiopeia,MIDDLE,,gd15_counter,1,Irelia,irelia,,329,710
u.gg,https://u.gg/lol/champions/cassiopeia/counter,2026-06-06T10:32:46.770002+00:00,Cassiopeia,cassiopeia,MIDDLE,,gd15_counter,2,Naafiri,naafiri,,241,624
u.gg,https://u.gg/lol/champions/cassiopeia/counter,2026-06-06T10:32:46.770002+00:00,Cassiopeia,cassiopeia,MIDDLE,,gd15_counter,3,Qiyana,qiyana,,280,492
u.gg,https://u.gg/lol/champions/cassiopeia/counter,2026-06-06T10:32:46.770002+00:00,Cassiopeia,cassiopeia,MIDDLE,,gd15_counter,4,Velkoz,velkoz,,178,376
u.gg,https://u.gg/lol/champions/cassiopeia/counter,2026-06-06T10:32:46.770002+00:00,Cassiopeia,cassiopeia,MIDDLE,,gd15_counter,5,Zed,zed,,756,309
u.gg,https://u.gg/lol/champions/quinn/counter,2026-06-06T10:32:50.996230+00:00,Quinn,quinn,TOP,,win_rate_counter,1,Rammus,rammus,63.11,328,
u.gg,https://u.gg/lol/champions/quinn/counter,2026-06-06T10:32:50.996230+00:00,Quinn,quinn,TOP,,win_rate_counter,2,Ivern,ivern,57.78,225,
u.gg,https://u.gg/lol/champions/quinn/counter,2026-06-06T10:32:50.996230+00:00,Quinn,quinn,TOP,,win_rate_counter,3,Sejuani,sejuani,57.3,281,
u.gg,https://u.gg/lol/champions/quinn/counter,2026-06-06T10:32:50.996230+00:00,Quinn,quinn,TOP,,win_rate_counter,4,Talon,talon,56.0,1041,
u.gg,https://u.gg/lol/champions/quinn/counter,2026-06-06T10:32:50.996230+00:00,Quinn,quinn,TOP,,win_rate_counter,5,MasterYi,masteryi,55.45,1147,
u.gg,https://u.gg/lol/champions/quinn/counter,2026-06-06T10:32:50.996230+00:00,Quinn,quinn,TOP,,gd15_counter,1,Khazix,khazix,,1111,297
u.gg,https://u.gg/lol/champions/quinn/counter,2026-06-06T10:32:50.996230+00:00,Quinn,quinn,TOP,,gd15_counter,2,Nidalee,nidalee,,446,234
u.gg,https://u.gg/lol/champions/quinn/counter,2026-06-06T10:32:50.996230+00:00,Quinn,quinn,TOP,,gd15_counter,3,Hecarim,hecarim,,734,218
u.gg,https://u.gg/lol/champions/quinn/counter,2026-06-06T10:32:50.996230+00:00,Quinn,quinn,TOP,,gd15_counter,4,Jayce,jayce,,252,193
u.gg,https://u.gg/lol/champions/quinn/counter,2026-06-06T10:32:50.996230+00:00,Quinn,quinn,TOP,,gd15_counter,5,Talon,talon,,1041,190
u.gg,https://u.gg/lol/champions/kalista/counter,2026-06-06T10:32:53.291902+00:00,Kalista,kalista,BOTTOM,,win_rate_counter,1,Seraphine,seraphine,57.22,180,
u.gg,https://u.gg/lol/champions/kalista/counter,2026-06-06T10:32:53.291902+00:00,Kalista,kalista,BOTTOM,,win_rate_counter,2,KogMaw,kogmaw,56.82,176,
u.gg,https://u.gg/lol/champions/kalista/counter,2026-06-06T10:32:53.291902+00:00,Kalista,kalista,BOTTOM,,win_rate_counter,3,Draven,draven,56.26,455,
u.gg,https://u.gg/lol/champions/kalista/counter,2026-06-06T10:32:53.291902+00:00,Kalista,kalista,BOTTOM,,win_rate_counter,4,Yasuo,yasuo,54.46,112,
u.gg,https://u.gg/lol/champions/kalista/counter,2026-06-06T10:32:53.291902+00:00,Kalista,kalista,BOTTOM,,win_rate_counter,5,Swain,swain,54.36,149,
u.gg,https://u.gg/lol/champions/kalista/counter,2026-06-06T10:32:53.291902+00:00,Kalista,kalista,BOTTOM,,gd15_counter,1,Draven,draven,,455,716
u.gg,https://u.gg/lol/champions/kalista/counter,2026-06-06T10:32:53.291902+00:00,Kalista,kalista,BOTTOM,,gd15_counter,2,Mel,mel,,117,335
u.gg,https://u.gg/lol/champions/kalista/counter,2026-06-06T10:32:53.291902+00:00,Kalista,kalista,BOTTOM,,gd15_counter,3,Varus,varus,,560,98
u.gg,https://u.gg/lol/champions/kalista/counter,2026-06-06T10:32:53.291902+00:00,Kalista,kalista,BOTTOM,,gd15_counter,4,Samira,samira,,538,38
u.gg,https://u.gg/lol/champions/kalista/counter,2026-06-06T10:32:53.291902+00:00,Kalista,kalista,BOTTOM,,gd15_counter,5,Tristana,tristana,,415,23
u.gg,https://u.gg/lol/champions/evelynn/counter,2026-06-06T10:32:56.921624+00:00,Evelynn,evelynn,JUNGLE,,win_rate_counter,1,Rammus,rammus,55.28,284,
u.gg,https://u.gg/lol/champions/evelynn/counter,2026-06-06T10:32:56.921624+00:00,Evelynn,evelynn,JUNGLE,,win_rate_counter,2,RekSai,reksai,53.31,529,
u.gg,https://u.gg/lol/champions/evelynn/counter,2026-06-06T10:32:56.921624+00:00,Evelynn,evelynn,JUNGLE,,win_rate_counter,3,Elise,elise,53.17,378,
u.gg,https://u.gg/lol/champions/evelynn/counter,2026-06-06T10:32:56.921624+00:00,Evelynn,evelynn,JUNGLE,,win_rate_counter,4,FiddleSticks,fiddlesticks,53.01,366,
u.gg,https://u.gg/lol/champions/evelynn/counter,2026-06-06T10:32:56.921624+00:00,Evelynn,evelynn,JUNGLE,,win_rate_counter,5,Qiyana,qiyana,52.83,212,
u.gg,https://u.gg/lol/champions/evelynn/counter,2026-06-06T10:32:56.921624+00:00,Evelynn,evelynn,JUNGLE,,gd15_counter,1,Jayce,jayce,,335,522
u.gg,https://u.gg/lol/champions/evelynn/counter,2026-06-06T10:32:56.921624+00:00,Evelynn,evelynn,JUNGLE,,gd15_counter,2,Khazix,khazix,,1156,496
u.gg,https://u.gg/lol/champions/evelynn/counter,2026-06-06T10:32:56.921624+00:00,Evelynn,evelynn,JUNGLE,,gd15_counter,3,Zed,zed,,365,496
u.gg,https://u.gg/lol/champions/evelynn/counter,2026-06-06T10:32:56.921624+00:00,Evelynn,evelynn,JUNGLE,,gd15_counter,4,Briar,briar,,856,453
u.gg,https://u.gg/lol/champions/evelynn/counter,2026-06-06T10:32:56.921624+00:00,Evelynn,evelynn,JUNGLE,,gd15_counter,5,Qiyana,qiyana,,212,416
u.gg,https://u.gg/lol/champions/fiddlesticks/counter,2026-06-06T10:33:00.536531+00:00,FiddleSticks,fiddlesticks,JUNGLE,,win_rate_counter,1,XinZhao,xinzhao,54.81,790,
u.gg,https://u.gg/lol/champions/fiddlesticks/counter,2026-06-06T10:33:00.536531+00:00,FiddleSticks,fiddlesticks,JUNGLE,,win_rate_counter,2,JarvanIV,jarvaniv,54.39,969,
u.gg,https://u.gg/lol/champions/fiddlesticks/counter,2026-06-06T10:33:00.536531+00:00,FiddleSticks,fiddlesticks,JUNGLE,,win_rate_counter,3,Nocturne,nocturne,53.83,1122,
u.gg,https://u.gg/lol/champions/fiddlesticks/counter,2026-06-06T10:33:00.536531+00:00,FiddleSticks,fiddlesticks,JUNGLE,,win_rate_counter,4,Warwick,warwick,53.62,414,
u.gg,https://u.gg/lol/champions/fiddlesticks/counter,2026-06-06T10:33:00.536531+00:00,FiddleSticks,fiddlesticks,JUNGLE,,win_rate_counter,5,RekSai,reksai,53.58,293,
u.gg,https://u.gg/lol/champions/fiddlesticks/counter,2026-06-06T10:33:00.536531+00:00,FiddleSticks,fiddlesticks,JUNGLE,,gd15_counter,1,Jayce,jayce,,193,667
u.gg,https://u.gg/lol/champions/fiddlesticks/counter,2026-06-06T10:33:00.536531+00:00,FiddleSticks,fiddlesticks,JUNGLE,,gd15_counter,2,Briar,briar,,651,660
u.gg,https://u.gg/lol/champions/fiddlesticks/counter,2026-06-06T10:33:00.536531+00:00,FiddleSticks,fiddlesticks,JUNGLE,,gd15_counter,3,Zed,zed,,247,656
u.gg,https://u.gg/lol/champions/fiddlesticks/counter,2026-06-06T10:33:00.536531+00:00,FiddleSticks,fiddlesticks,JUNGLE,,gd15_counter,4,Nidalee,nidalee,,301,612
u.gg,https://u.gg/lol/champions/fiddlesticks/counter,2026-06-06T10:33:00.536531+00:00,FiddleSticks,fiddlesticks,JUNGLE,,gd15_counter,5,Khazix,khazix,,748,593
u.gg,https://u.gg/lol/champions/janna/counter,2026-06-06T10:33:04.150800+00:00,Janna,janna,UTILITY,,win_rate_counter,1,Taric,taric,53.54,297,
u.gg,https://u.gg/lol/champions/janna/counter,2026-06-06T10:33:04.150800+00:00,Janna,janna,UTILITY,,win_rate_counter,2,Zilean,zilean,52.29,830,
u.gg,https://u.gg/lol/champions/janna/counter,2026-06-06T10:33:04.150800+00:00,Janna,janna,UTILITY,,win_rate_counter,3,Zyra,zyra,52.26,576,
u.gg,https://u.gg/lol/champions/janna/counter,2026-06-06T10:33:04.150800+00:00,Janna,janna,UTILITY,,win_rate_counter,4,Sona,sona,51.38,1016,
u.gg,https://u.gg/lol/champions/janna/counter,2026-06-06T10:33:04.150800+00:00,Janna,janna,UTILITY,,win_rate_counter,5,Senna,senna,51.38,2170,
u.gg,https://u.gg/lol/champions/janna/counter,2026-06-06T10:33:04.150800+00:00,Janna,janna,UTILITY,,gd15_counter,1,Mel,mel,,272,496
u.gg,https://u.gg/lol/champions/janna/counter,2026-06-06T10:33:04.150800+00:00,Janna,janna,UTILITY,,gd15_counter,2,Pantheon,pantheon,,663,431
u.gg,https://u.gg/lol/champions/janna/counter,2026-06-06T10:33:04.150800+00:00,Janna,janna,UTILITY,,gd15_counter,3,Pyke,pyke,,1459,426
u.gg,https://u.gg/lol/champions/janna/counter,2026-06-06T10:33:04.150800+00:00,Janna,janna,UTILITY,,gd15_counter,4,Senna,senna,,2170,416
u.gg,https://u.gg/lol/champions/janna/counter,2026-06-06T10:33:04.150800+00:00,Janna,janna,UTILITY,,gd15_counter,5,Velkoz,velkoz,,803,415
u.gg,https://u.gg/lol/champions/urgot/counter,2026-06-06T10:33:06.143675+00:00,Urgot,urgot,TOP,,win_rate_counter,1,Heimerdinger,heimerdinger,57.03,249,
u.gg,https://u.gg/lol/champions/urgot/counter,2026-06-06T10:33:06.143675+00:00,Urgot,urgot,TOP,,win_rate_counter,2,Kayle,kayle,56.17,575,
u.gg,https://u.gg/lol/champions/urgot/counter,2026-06-06T10:33:06.143675+00:00,Urgot,urgot,TOP,,win_rate_counter,3,MonkeyKing,wukong,55.36,224,
u.gg,https://u.gg/lol/champions/urgot/counter,2026-06-06T10:33:06.143675+00:00,Urgot,urgot,TOP,,win_rate_counter,4,Anivia,anivia,55.02,249,
u.gg,https://u.gg/lol/champions/urgot/counter,2026-06-06T10:33:06.143675+00:00,Urgot,urgot,TOP,,win_rate_counter,5,DrMundo,drmundo,54.89,807,
u.gg,https://u.gg/lol/champions/urgot/counter,2026-06-06T10:33:06.143675+00:00,Urgot,urgot,TOP,,gd15_counter,1,Irelia,irelia,,595,607
u.gg,https://u.gg/lol/champions/urgot/counter,2026-06-06T10:33:06.143675+00:00,Urgot,urgot,TOP,,gd15_counter,2,Illaoi,illaoi,,498,590
u.gg,https://u.gg/lol/champions/urgot/counter,2026-06-06T10:33:06.143675+00:00,Urgot,urgot,TOP,,gd15_counter,3,Heimerdinger,heimerdinger,,249,540
u.gg,https://u.gg/lol/champions/urgot/counter,2026-06-06T10:33:06.143675+00:00,Urgot,urgot,TOP,,gd15_counter,4,Yorick,yorick,,698,499
u.gg,https://u.gg/lol/champions/urgot/counter,2026-06-06T10:33:06.143675+00:00,Urgot,urgot,TOP,,gd15_counter,5,Kled,kled,,321,496
u.gg,https://u.gg/lol/champions/belveth/counter,2026-06-06T10:33:08.486716+00:00,Belveth,belveth,JUNGLE,,win_rate_counter,1,Udyr,udyr,54.21,321,
u.gg,https://u.gg/lol/champions/belveth/counter,2026-06-06T10:33:08.486716+00:00,Belveth,belveth,JUNGLE,,win_rate_counter,2,FiddleSticks,fiddlesticks,53.85,273,
u.gg,https://u.gg/lol/champions/belveth/counter,2026-06-06T10:33:08.486716+00:00,Belveth,belveth,JUNGLE,,win_rate_counter,3,MonkeyKing,wukong,51.82,631,
u.gg,https://u.gg/lol/champions/belveth/counter,2026-06-06T10:33:08.486716+00:00,Belveth,belveth,JUNGLE,,win_rate_counter,4,Warwick,warwick,50.79,382,
u.gg,https://u.gg/lol/champions/belveth/counter,2026-06-06T10:33:08.486716+00:00,Belveth,belveth,JUNGLE,,win_rate_counter,5,Nidalee,nidalee,50.4,375,
u.gg,https://u.gg/lol/champions/belveth/counter,2026-06-06T10:33:08.486716+00:00,Belveth,belveth,JUNGLE,,gd15_counter,1,Khazix,khazix,,751,338
u.gg,https://u.gg/lol/champions/belveth/counter,2026-06-06T10:33:08.486716+00:00,Belveth,belveth,JUNGLE,,gd15_counter,2,Hecarim,hecarim,,587,198
u.gg,https://u.gg/lol/champions/belveth/counter,2026-06-06T10:33:08.486716+00:00,Belveth,belveth,JUNGLE,,gd15_counter,3,Zed,zed,,218,198
u.gg,https://u.gg/lol/champions/belveth/counter,2026-06-06T10:33:08.486716+00:00,Belveth,belveth,JUNGLE,,gd15_counter,4,Talon,talon,,739,171
u.gg,https://u.gg/lol/champions/belveth/counter,2026-06-06T10:33:08.486716+00:00,Belveth,belveth,JUNGLE,,gd15_counter,5,Jayce,jayce,,222,159
u.gg,https://u.gg/lol/champions/heimerdinger/counter,2026-06-06T10:33:10.896553+00:00,Heimerdinger,heimerdinger,TOP,,win_rate_counter,1,Akali,akali,58.02,212,
u.gg,https://u.gg/lol/champions/heimerdinger/counter,2026-06-06T10:33:10.896553+00:00,Heimerdinger,heimerdinger,TOP,,win_rate_counter,2,Yasuo,yasuo,57.4,331,
u.gg,https://u.gg/lol/champions/heimerdinger/counter,2026-06-06T10:33:10.896553+00:00,Heimerdinger,heimerdinger,TOP,,win_rate_counter,3,Ryze,ryze,57.22,187,
u.gg,https://u.gg/lol/champions/heimerdinger/counter,2026-06-06T10:33:10.896553+00:00,Heimerdinger,heimerdinger,TOP,,win_rate_counter,4,Chogath,chogath,56.99,286,
u.gg,https://u.gg/lol/champions/heimerdinger/counter,2026-06-06T10:33:10.896553+00:00,Heimerdinger,heimerdinger,TOP,,win_rate_counter,5,Gangplank,gangplank,56.53,421,
u.gg,https://u.gg/lol/champions/heimerdinger/counter,2026-06-06T10:33:10.896553+00:00,Heimerdinger,heimerdinger,TOP,,gd15_counter,1,Yasuo,yasuo,,331,299
u.gg,https://u.gg/lol/champions/heimerdinger/counter,2026-06-06T10:33:10.896553+00:00,Heimerdinger,heimerdinger,TOP,,gd15_counter,2,Gangplank,gangplank,,421,213
u.gg,https://u.gg/lol/champions/heimerdinger/counter,2026-06-06T10:33:10.896553+00:00,Heimerdinger,heimerdinger,TOP,,gd15_counter,3,Jayce,jayce,,319,171
u.gg,https://u.gg/lol/champions/heimerdinger/counter,2026-06-06T10:33:10.896553+00:00,Heimerdinger,heimerdinger,TOP,,gd15_counter,4,Varus,varus,,160,135
u.gg,https://u.gg/lol/champions/heimerdinger/counter,2026-06-06T10:33:10.896553+00:00,Heimerdinger,heimerdinger,TOP,,gd15_counter,5,Ryze,ryze,,187,92
u.gg,https://u.gg/lol/champions/kassadin/counter,2026-06-06T10:33:14.011390+00:00,Kassadin,kassadin,MIDDLE,,win_rate_counter,1,Riven,riven,59.35,369,
u.gg,https://u.gg/lol/champions/kassadin/counter,2026-06-06T10:33:14.011390+00:00,Kassadin,kassadin,MIDDLE,,win_rate_counter,2,XinZhao,xinzhao,56.97,423,
u.gg,https://u.gg/lol/champions/kassadin/counter,2026-06-06T10:33:14.011390+00:00,Kassadin,kassadin,MIDDLE,,win_rate_counter,3,Cassiopeia,cassiopeia,56.1,344,
u.gg,https://u.gg/lol/champions/kassadin/counter,2026-06-06T10:33:14.011390+00:00,Kassadin,kassadin,MIDDLE,,win_rate_counter,4,Zed,zed,55.5,964,
