match_id,participant_id,team_id,position,feature_version,champion_id,champion_name,individual_position,lane,role,team_surrendered,win,queue_id,game_version,game_duration_sec,collected_at
KR_8042610535,2,100,JUNGLE,v2_timeseries_7_15,517,Sylas,JUNGLE,JUNGLE,NONE,False,True,420,16.2.738.9684,1694,2026-06-05T14:02:39+00:00
KR_8042610535,3,100,MIDDLE,v2_timeseries_7_15,61,Orianna,MIDDLE,MIDDLE,SOLO,False,True,420,16.2.738.9684,1694,2026-06-05T14:02:39+00:00
KR_8042610535,4,100,BOTTOM,v2_timeseries_7_15,145,Kaisa,BOTTOM,BOTTOM,CARRY,False,True,420,16.2.738.9684,1694,2026-06-05T14:02:39+00:00
KR_8042610535,5,100,UTILITY,v2_timeseries_7_15,89,Leona,UTILITY,BOTTOM,SUPPORT,False,True,420,16.2.738.9684,1694,2026-06-05T14:02:39+00:00
KR_8042610535,6,200,TOP,v2_timeseries_7_15,106,Volibear,TOP,JUNGLE,NONE,False,False,420,16.2.738.9684,1694,2026-06-05T14:02:39+00:00
KR_8042610535,7,200,JUNGLE,v2_timeseries_7_15,238,Zed,JUNGLE,JUNGLE,NONE,False,False,420,16.2.738.9684,1694,2026-06-05T14:02:39+00:00
KR_8042610535,8,200,MIDDLE,v2_timeseries_7_15,950,Naafiri,MIDDLE,MIDDLE,CARRY,False,False,420,16.2.738.9684,1694,2026-06-05T14:02:39+00:00
KR_8042610535,9,200,BOTTOM,v2_timeseries_7_15,804,Yunara,BOTTOM,BOTTOM,SOLO,False,False,420,16.2.738.9684,1694,2026-06-05T14:02:39+00:00
KR_8042610535,10,200,UTILITY,v2_timeseries_7_15,16,Soraka,UTILITY,MIDDLE,SUPPORT,False,False,420,16.2.738.9684,1694,2026-06-05T14:02:39+00:00
KR_8042586778,1,100,TOP,v2_timeseries_7_15,34,Anivia,TOP,NONE,SUPPORT,False,True,420,16.2.738.9684,924,2026-06-05T14:02:39+00:00
