match_id,participant_id,team_id,position,feature_version,champion_id,champion_name,individual_position,lane,role,team_surrendered,win,queue_id,game_version,game_duration_sec,collected_at
KR_8209592490,3,100,MIDDLE,v2_timeseries_7_15_16_9_only,84,Akali,MIDDLE,MIDDLE,SOLO,False,True,420,16.9.772.8292,1992,2026-06-07T21:17:37+00:00
KR_8209592490,4,100,BOTTOM,v2_timeseries_7_15_16_9_only,51,Caitlyn,BOTTOM,BOTTOM,CARRY,False,True,420,16.9.772.8292,1992,2026-06-07T21:17:37+00:00
KR_8209592490,5,100,UTILITY,v2_timeseries_7_15_16_9_only,267,Nami,UTILITY,BOTTOM,SUPPORT,False,True,420,16.9.772.8292,1992,2026-06-07T21:17:37+00:00
KR_8209592490,6,200,TOP,v2_timeseries_7_15_16_9_only,98,Shen,TOP,TOP,SOLO,False,False,420,16.9.772.8292,1992,2026-06-07T21:17:37+00:00
KR_8209592490,7,200,JUNGLE,v2_timeseries_7_15_16_9_only,59,JarvanIV,JUNGLE,JUNGLE,NONE,False,False,420,16.9.772.8292,1992,2026-06-07T21:17:37+00:00
KR_8209592490,8,200,MIDDLE,v2_timeseries_7_15_16_9_only,268,Azir,MIDDLE,MIDDLE,SOLO,False,False,420,16.9.772.8292,1992,2026-06-07T21:17:37+00:00
KR_8209592490,9,200,BOTTOM,v2_timeseries_7_15_16_9_only,81,Ezreal,BOTTOM,BOTTOM,CARRY,False,False,420,16.9.772.8292,1992,2026-06-07T21:17:37+00:00
KR_8209592490,10,200,UTILITY,v2_timeseries_7_15_16_9_only,99,Lux,UTILITY,BOTTOM,SUPPORT,False,False,420,16.9.772.8292,1992,2026-06-07T21:17:37+00:00
KR_8209414114,1,100,TOP,v2_timeseries_7_15_16_9_only,17,Teemo,TOP,TOP,SOLO,False,False,420,16.9.772.8292,1745,2026-06-07T21:17:37+00:00
KR_8209414114,2,100,JUNGLE,v2_timeseries_7_15_16_9_only,233,Briar,JUNGLE,JUNGLE,NONE,False,False,420,16.9.772.8292,1745,2026-06-07T21:17:37+00:00
