source,source_patch,source_url,collected_at,target_champion_name,target_champion_slug,position,page_role_hint,section,counter_rank,counter_champion_name,counter_champion_slug,win_rate,games,gd15,target_win_rate,target_delta,target_delta_normalized,target_pick_rate,min_counter_games_used
lolalytics,16.9,https://lolalytics.com/lol/nami/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nami,nami,UTILITY,support,win_rate_counter,4,Blitzcrank,blitzcrank,50.06,8528,,49.94,1.34,-1.47,2.3,1853
lolalytics,16.9,https://lolalytics.com/lol/nami/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nami,nami,UTILITY,support,win_rate_counter,5,Milio,milio,49.93,20787,,50.07,2.06,-0.75,5.61,1853
lolalytics,16.9,https://lolalytics.com/lol/nasus/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nasus,nasus,TOP,top,win_rate_counter,1,Anivia,anivia,56.24,633,,43.76,-2.96,-4.35,0.83,379
lolalytics,16.9,https://lolalytics.com/lol/nasus/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nasus,nasus,TOP,top,win_rate_counter,2,Urgot,urgot,55.78,986,,44.22,-3.91,-5.3,1.3,379
lolalytics,16.9,https://lolalytics.com/lol/nasus/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nasus,nasus,TOP,top,win_rate_counter,3,Ornn,ornn,54.77,1656,,45.23,-2.86,-4.25,2.18,379
lolalytics,16.9,https://lolalytics.com/lol/nasus/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nasus,nasus,TOP,top,win_rate_counter,4,Garen,garen,54.38,4555,,45.62,-2.16,-3.55,6.01,379
lolalytics,16.9,https://lolalytics.com/lol/nasus/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nasus,nasus,TOP,top,win_rate_counter,5,TahmKench,tahmkench,54.11,948,,45.89,-3.55,-4.94,1.25,379
lolalytics,16.9,https://lolalytics.com/lol/nautilus/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nautilus,nautilus,UTILITY,support,win_rate_counter,1,Taric,taric,56.14,1881,,43.86,-3.73,-4.78,0.79,1184
lolalytics,16.9,https://lolalytics.com/lol/nautilus/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nautilus,nautilus,UTILITY,support,win_rate_counter,2,Rell,rell,54.49,5493,,45.51,-2.24,-3.29,2.32,1184
lolalytics,16.9,https://lolalytics.com/lol/nautilus/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nautilus,nautilus,UTILITY,support,win_rate_counter,3,Braum,braum,53.72,12849,,46.28,-2.35,-3.4,5.43,1184
lolalytics,16.9,https://lolalytics.com/lol/nautilus/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nautilus,nautilus,UTILITY,support,win_rate_counter,4,Seraphine,seraphine,53.58,12556,,46.42,-0.15,-1.2,5.3,1184
lolalytics,16.9,https://lolalytics.com/lol/nautilus/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nautilus,nautilus,UTILITY,support,win_rate_counter,5,Leona,leona,53.45,8830,,46.55,-1.52,-2.57,3.73,1184
lolalytics,16.9,https://lolalytics.com/lol/neeko/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Neeko,neeko,UTILITY,support,win_rate_counter,1,Zilean,zilean,54.72,742,,45.28,-1.6,-1.97,1.45,256
lolalytics,16.9,https://lolalytics.com/lol/neeko/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Neeko,neeko,UTILITY,support,win_rate_counter,2,Sylas,sylas,54.64,280,,45.36,-5.72,-6.09,0.55,256
lolalytics,16.9,https://lolalytics.com/lol/neeko/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Neeko,neeko,UTILITY,support,win_rate_counter,3,Karma,karma,53.51,3334,,46.49,-3.04,-3.41,6.51,256
lolalytics,16.9,https://lolalytics.com/lol/neeko/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Neeko,neeko,UTILITY,support,win_rate_counter,4,Nami,nami,53.5,3615,,46.5,-1.6,-1.97,7.06,256
lolalytics,16.9,https://lolalytics.com/lol/neeko/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Neeko,neeko,UTILITY,support,win_rate_counter,5,Zyra,zyra,53.13,815,,46.87,-2.72,-3.09,1.59,256
lolalytics,16.9,https://lolalytics.com/lol/nidalee/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nidalee,nidalee,JUNGLE,jungle,win_rate_counter,1,Warwick,warwick,55.44,579,,44.56,-2.35,-3.79,1.06,274
lolalytics,16.9,https://lolalytics.com/lol/nidalee/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nidalee,nidalee,JUNGLE,jungle,win_rate_counter,2,Rammus,rammus,54.3,291,,45.7,-1.26,-2.7,0.53,274
lolalytics,16.9,https://lolalytics.com/lol/nidalee/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nidalee,nidalee,JUNGLE,jungle,win_rate_counter,3,Evelynn,evelynn,53.54,579,,46.46,-2.11,-3.55,1.06,274
lolalytics,16.9,https://lolalytics.com/lol/nidalee/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nidalee,nidalee,JUNGLE,jungle,win_rate_counter,4,RekSai,reksai,52.77,686,,47.23,0.2,-1.24,1.25,274
lolalytics,16.9,https://lolalytics.com/lol/nidalee/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nidalee,nidalee,JUNGLE,jungle,win_rate_counter,5,MasterYi,masteryi,52.76,1596,,47.24,-1.21,-2.65,2.91,274
lolalytics,16.9,https://lolalytics.com/lol/nilah/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nilah,nilah,BOTTOM,bottom,win_rate_counter,1,Brand,brand,56.58,532,,43.42,-2.12,-5.7,1.58,168
lolalytics,16.9,https://lolalytics.com/lol/nilah/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nilah,nilah,BOTTOM,bottom,win_rate_counter,2,Xayah,xayah,54.79,741,,45.21,-3.17,-6.76,2.2,168
lolalytics,16.9,https://lolalytics.com/lol/nilah/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nilah,nilah,BOTTOM,bottom,win_rate_counter,3,Smolder,smolder,54.57,3262,,45.43,0.58,-3.0,9.7,168
lolalytics,16.9,https://lolalytics.com/lol/nilah/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nilah,nilah,BOTTOM,bottom,win_rate_counter,4,Swain,swain,52.03,246,,47.97,1.1,-2.49,0.73,168
lolalytics,16.9,https://lolalytics.com/lol/nilah/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nilah,nilah,BOTTOM,bottom,win_rate_counter,5,Ashe,ashe,51.09,2241,,48.91,1.82,-1.77,6.67,168
lolalytics,16.9,https://lolalytics.com/lol/nocturne/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nocturne,nocturne,JUNGLE,jungle,win_rate_counter,1,Rammus,rammus,51.27,1572,,48.73,1.77,-1.64,0.78,1003
lolalytics,16.9,https://lolalytics.com/lol/nocturne/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nocturne,nocturne,JUNGLE,jungle,win_rate_counter,2,Shyvana,shyvana,50.92,6895,,49.08,2.48,-0.93,3.43,1003
lolalytics,16.9,https://lolalytics.com/lol/nocturne/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nocturne,nocturne,JUNGLE,jungle,win_rate_counter,3,Udyr,udyr,50.88,2264,,49.12,0.83,-2.58,1.13,1003
lolalytics,16.9,https://lolalytics.com/lol/nocturne/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nocturne,nocturne,JUNGLE,jungle,win_rate_counter,4,Belveth,belveth,50.03,1925,,49.97,2.43,-0.98,0.96,1003
lolalytics,16.9,https://lolalytics.com/lol/nocturne/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nocturne,nocturne,JUNGLE,jungle,win_rate_counter,5,RekSai,reksai,49.84,2207,,50.16,3.13,-0.28,1.1,1003
lolalytics,16.9,https://lolalytics.com/lol/nunu/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nunu,nunu,JUNGLE,jungle,win_rate_counter,1,Brand,brand,54.24,389,,45.76,-4.19,-6.06,0.75,259
lolalytics,16.9,https://lolalytics.com/lol/nunu/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nunu,nunu,JUNGLE,jungle,win_rate_counter,2,Briar,briar,52.33,1225,,47.67,-0.06,-1.93,2.36,259
lolalytics,16.9,https://lolalytics.com/lol/nunu/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nunu,nunu,JUNGLE,jungle,win_rate_counter,3,MasterYi,masteryi,52.03,1795,,47.97,-0.48,-2.35,3.45,259
lolalytics,16.9,https://lolalytics.com/lol/nunu/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nunu,nunu,JUNGLE,jungle,win_rate_counter,4,Diana,diana,51.43,875,,48.57,-1.05,-2.92,1.68,259
lolalytics,16.9,https://lolalytics.com/lol/nunu/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Nunu,nunu,JUNGLE,jungle,win_rate_counter,5,Aatrox,aatrox,50.25,398,,49.75,0.79,-1.08,0.77,259
lolalytics,16.9,https://lolalytics.com/lol/olaf/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Olaf,olaf,TOP,top,win_rate_counter,1,Vladimir,vladimir,52.19,525,,47.81,-0.14,-4.15,0.8,328
lolalytics,16.9,https://lolalytics.com/lol/olaf/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Olaf,olaf,TOP,top,win_rate_counter,2,Vayne,vayne,51.94,1390,,48.06,-1.34,-5.35,2.12,328
lolalytics,16.9,https://lolalytics.com/lol/olaf/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Olaf,olaf,TOP,top,win_rate_counter,3,Kled,kled,51.54,553,,48.46,0.63,-3.38,0.84,328
lolalytics,16.9,https://lolalytics.com/lol/olaf/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Olaf,olaf,TOP,top,win_rate_counter,4,Illaoi,illaoi,51.41,852,,48.59,-0.68,-4.69,1.3,328
lolalytics,16.9,https://lolalytics.com/lol/olaf/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Olaf,olaf,TOP,top,win_rate_counter,5,Jax,jax,51.4,2031,,48.6,-0.78,-4.79,3.09,328
lolalytics,16.9,https://lolalytics.com/lol/orianna/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Orianna,orianna,MIDDLE,middle,win_rate_counter,1,Naafiri,naafiri,57.04,1485,,42.96,-3.0,-2.6,1.5,494
lolalytics,16.9,https://lolalytics.com/lol/orianna/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Orianna,orianna,MIDDLE,middle,win_rate_counter,2,Ekko,ekko,56.46,1323,,43.54,-5.07,-4.66,1.34,494
lolalytics,16.9,https://lolalytics.com/lol/orianna/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Orianna,orianna,MIDDLE,middle,win_rate_counter,3,AurelionSol,aurelionsol,55.39,1372,,44.61,-4.45,-4.04,1.39,494
lolalytics,16.9,https://lolalytics.com/lol/orianna/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Orianna,orianna,MIDDLE,middle,win_rate_counter,4,Xerath,xerath,55.1,3225,,44.9,-2.03,-1.63,3.26,494
lolalytics,16.9,https://lolalytics.com/lol/orianna/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Orianna,orianna,MIDDLE,middle,win_rate_counter,5,Leblanc,leblanc,54.45,2470,,45.55,-4.06,-3.65,2.5,494
lolalytics,16.9,https://lolalytics.com/lol/ornn/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Ornn,ornn,TOP,top,win_rate_counter,1,Singed,singed,54.14,1895,,45.86,-0.95,-3.77,1.58,601
lolalytics,16.9,https://lolalytics.com/lol/ornn/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Ornn,ornn,TOP,top,win_rate_counter,2,Olaf,olaf,52.47,1677,,47.53,0.63,-2.19,1.4,601
lolalytics,16.9,https://lolalytics.com/lol/ornn/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Ornn,ornn,TOP,top,win_rate_counter,3,Yone,yone,52.35,3685,,47.65,-1.69,-4.51,3.07,601
lolalytics,16.9,https://lolalytics.com/lol/ornn/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Ornn,ornn,TOP,top,win_rate_counter,4,Shen,shen,51.97,3127,,48.03,-0.11,-2.93,2.6,601
lolalytics,16.9,https://lolalytics.com/lol/ornn/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Ornn,ornn,TOP,top,win_rate_counter,5,Poppy,poppy,51.9,763,,48.1,-0.65,-3.47,0.63,601
lolalytics,16.9,https://lolalytics.com/lol/pantheon/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Pantheon,pantheon,JUNGLE,jungle,win_rate_counter,1,Ivern,ivern,59.45,217,,40.55,-7.26,-7.82,0.52,208
lolalytics,16.9,https://lolalytics.com/lol/pantheon/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Pantheon,pantheon,JUNGLE,jungle,win_rate_counter,2,Zac,zac,55.43,451,,44.57,-4.88,-5.44,1.08,208
lolalytics,16.9,https://lolalytics.com/lol/pantheon/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Pantheon,pantheon,JUNGLE,jungle,win_rate_counter,3,Shyvana,shyvana,54.07,1019,,45.93,-0.67,-1.23,2.44,208
lolalytics,16.9,https://lolalytics.com/lol/pantheon/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Pantheon,pantheon,JUNGLE,jungle,win_rate_counter,4,RekSai,reksai,53.75,493,,46.25,-0.78,-1.34,1.18,208
lolalytics,16.9,https://lolalytics.com/lol/pantheon/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Pantheon,pantheon,JUNGLE,jungle,win_rate_counter,5,FiddleSticks,fiddlesticks,53.64,453,,46.36,-1.37,-1.93,1.08,208
lolalytics,16.9,https://lolalytics.com/lol/poppy/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Poppy,poppy,UTILITY,support,win_rate_counter,1,Maokai,maokai,53.15,429,,46.85,-1.87,-5.03,1.08,199
lolalytics,16.9,https://lolalytics.com/lol/poppy/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Poppy,poppy,UTILITY,support,win_rate_counter,2,Milio,milio,52.76,1050,,47.24,-0.77,-3.93,2.64,199
lolalytics,16.9,https://lolalytics.com/lol/poppy/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Poppy,poppy,UTILITY,support,win_rate_counter,3,Janna,janna,52.61,612,,47.39,-0.4,-3.56,1.54,199
lolalytics,16.9,https://lolalytics.com/lol/poppy/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Poppy,poppy,UTILITY,support,win_rate_counter,4,Soraka,soraka,51.92,757,,48.08,0.43,-2.73,1.9,199
lolalytics,16.9,https://lolalytics.com/lol/poppy/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Poppy,poppy,UTILITY,support,win_rate_counter,5,Seraphine,seraphine,51.86,1427,,48.14,1.57,-1.59,3.58,199
lolalytics,16.9,https://lolalytics.com/lol/pyke/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Pyke,pyke,UTILITY,support,win_rate_counter,1,Poppy,poppy,54.75,2413,,45.25,-2.5,-4.02,1.5,804
lolalytics,16.9,https://lolalytics.com/lol/pyke/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Pyke,pyke,UTILITY,support,win_rate_counter,2,Elise,elise,54.45,1247,,45.55,-3.31,-4.83,0.78,804
lolalytics,16.9,https://lolalytics.com/lol/pyke/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Pyke,pyke,UTILITY,support,win_rate_counter,3,Taric,taric,53.97,932,,46.03,-1.56,-3.08,0.58,804
lolalytics,16.9,https://lolalytics.com/lol/pyke/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Pyke,pyke,UTILITY,support,win_rate_counter,4,Maokai,maokai,52.62,1927,,47.38,-1.34,-2.86,1.2,804
lolalytics,16.9,https://lolalytics.com/lol/pyke/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Pyke,pyke,UTILITY,support,win_rate_counter,5,Rell,rell,51.99,2770,,48.01,0.26,-1.26,1.72,804
lolalytics,16.9,https://lolalytics.com/lol/qiyana/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Qiyana,qiyana,MIDDLE,middle,win_rate_counter,1,Malphite,malphite,56.09,731,,43.91,-4.12,-6.51,1.08,337
lolalytics,16.9,https://lolalytics.com/lol/qiyana/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Qiyana,qiyana,MIDDLE,middle,win_rate_counter,2,Sion,sion,53.98,339,,46.02,-2.28,-4.67,0.5,337
lolalytics,16.9,https://lolalytics.com/lol/qiyana/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Qiyana,qiyana,MIDDLE,middle,win_rate_counter,3,Vex,vex,51.71,1114,,48.29,0.79,-1.6,1.65,337
lolalytics,16.9,https://lolalytics.com/lol/qiyana/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Qiyana,qiyana,MIDDLE,middle,win_rate_counter,4,Naafiri,naafiri,51.52,1219,,48.48,2.52,0.14,1.81,337
lolalytics,16.9,https://lolalytics.com/lol/qiyana/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Qiyana,qiyana,MIDDLE,middle,win_rate_counter,5,Katarina,katarina,50.98,2813,,49.02,0.17,-2.22,4.17,337
lolalytics,16.9,https://lolalytics.com/lol/quinn/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Quinn,quinn,TOP,top,win_rate_counter,1,Malphite,malphite,59.23,1062,,40.77,-7.04,-9.1,3.87,137
lolalytics,16.9,https://lolalytics.com/lol/quinn/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Quinn,quinn,TOP,top,win_rate_counter,2,Naafiri,naafiri,55.96,193,,44.04,-3.41,-5.47,0.7,137
lolalytics,16.9,https://lolalytics.com/lol/quinn/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Quinn,quinn,TOP,top,win_rate_counter,3,Olaf,olaf,55.03,318,,44.97,-1.93,-3.99,1.16,137
lolalytics,16.9,https://lolalytics.com/lol/quinn/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Quinn,quinn,TOP,top,win_rate_counter,4,Heimerdinger,heimerdinger,54.29,140,,45.71,-3.22,-5.28,0.51,137
lolalytics,16.9,https://lolalytics.com/lol/quinn/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Quinn,quinn,TOP,top,win_rate_counter,5,Nasus,nasus,53.86,492,,46.14,-3.38,-5.44,1.79,137
lolalytics,16.9,https://lolalytics.com/lol/rakan/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rakan,rakan,UTILITY,support,win_rate_counter,1,Taric,taric,54.42,509,,45.58,-2.01,-3.69,0.66,383
lolalytics,16.9,https://lolalytics.com/lol/rakan/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rakan,rakan,UTILITY,support,win_rate_counter,2,Janna,janna,53.41,1732,,46.59,-1.2,-2.88,2.26,383
lolalytics,16.9,https://lolalytics.com/lol/rakan/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rakan,rakan,UTILITY,support,win_rate_counter,3,Seraphine,seraphine,53.4,3648,,46.6,0.03,-1.65,4.76,383
lolalytics,16.9,https://lolalytics.com/lol/rakan/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rakan,rakan,UTILITY,support,win_rate_counter,4,Maokai,maokai,53.27,779,,46.73,-1.99,-3.67,1.02,383
lolalytics,16.9,https://lolalytics.com/lol/rakan/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rakan,rakan,UTILITY,support,win_rate_counter,5,Zilean,zilean,53.05,1131,,46.95,0.07,-1.61,1.48,383
lolalytics,16.9,https://lolalytics.com/lol/rammus/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rammus,rammus,JUNGLE,jungle,win_rate_counter,1,Trundle,trundle,55.49,355,,44.51,-4.37,-8.32,0.85,207
lolalytics,16.9,https://lolalytics.com/lol/rammus/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rammus,rammus,JUNGLE,jungle,win_rate_counter,2,Lillia,lillia,53.82,1048,,46.18,-1.65,-5.6,2.52,207
lolalytics,16.9,https://lolalytics.com/lol/rammus/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rammus,rammus,JUNGLE,jungle,win_rate_counter,3,RekSai,reksai,52.96,321,,47.04,0.01,-3.94,0.77,207
lolalytics,16.9,https://lolalytics.com/lol/rammus/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rammus,rammus,JUNGLE,jungle,win_rate_counter,4,Amumu,amumu,51.86,484,,48.14,-0.76,-4.71,1.17,207
lolalytics,16.9,https://lolalytics.com/lol/rammus/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rammus,rammus,JUNGLE,jungle,win_rate_counter,5,FiddleSticks,fiddlesticks,51.85,432,,48.15,0.42,-3.53,1.04,207
lolalytics,16.9,https://lolalytics.com/lol/reksai/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,RekSai,reksai,JUNGLE,jungle,win_rate_counter,1,Warwick,warwick,50.3,823,,49.7,2.79,-1.09,1.39,297
lolalytics,16.9,https://lolalytics.com/lol/reksai/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,RekSai,reksai,JUNGLE,jungle,win_rate_counter,2,Lillia,lillia,49.96,1203,,50.04,2.21,-1.67,2.02,297
lolalytics,16.9,https://lolalytics.com/lol/reksai/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,RekSai,reksai,JUNGLE,jungle,win_rate_counter,3,Aatrox,aatrox,49.88,431,,50.12,1.16,-2.72,0.73,297
lolalytics,16.9,https://lolalytics.com/lol/reksai/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,RekSai,reksai,JUNGLE,jungle,win_rate_counter,4,Nunu,nunu,49.76,613,,50.24,1.2,-2.68,1.03,297
lolalytics,16.9,https://lolalytics.com/lol/reksai/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,RekSai,reksai,JUNGLE,jungle,win_rate_counter,5,Udyr,udyr,49.46,643,,50.54,2.25,-1.63,1.08,297
lolalytics,16.9,https://lolalytics.com/lol/rell/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rell,rell,UTILITY,support,win_rate_counter,1,Zilean,zilean,53.95,1114,,46.05,-0.83,-3.99,1.32,421
lolalytics,16.9,https://lolalytics.com/lol/rell/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rell,rell,UTILITY,support,win_rate_counter,2,Janna,janna,51.28,2147,,48.72,0.93,-2.23,2.54,421
lolalytics,16.9,https://lolalytics.com/lol/rell/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rell,rell,UTILITY,support,win_rate_counter,3,Seraphine,seraphine,51.1,4035,,48.9,2.33,-0.83,4.78,421
lolalytics,16.9,https://lolalytics.com/lol/rell/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rell,rell,UTILITY,support,win_rate_counter,4,Poppy,poppy,51.09,1519,,48.91,1.16,-2.0,1.8,421
lolalytics,16.9,https://lolalytics.com/lol/rell/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rell,rell,UTILITY,support,win_rate_counter,5,Zyra,zyra,50.85,1054,,49.15,-0.44,-3.6,1.25,421
lolalytics,16.9,https://lolalytics.com/lol/renata/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Renata,renata,UTILITY,support,win_rate_counter,1,Zilean,zilean,55.79,380,,44.21,-2.67,-3.74,1.65,114
