source,source_patch,source_url,collected_at,target_champion_name,target_champion_slug,position,page_role_hint,section,counter_rank,counter_champion_name,counter_champion_slug,win_rate,games,gd15,target_win_rate,target_delta,target_delta_normalized,target_pick_rate,min_counter_games_used
lolalytics,16.9,https://lolalytics.com/lol/renata/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Renata,renata,UTILITY,support,win_rate_counter,2,Morgana,morgana,54.41,408,,45.59,-3.67,-4.74,1.78,114
lolalytics,16.9,https://lolalytics.com/lol/renata/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Renata,renata,UTILITY,support,win_rate_counter,3,Karma,karma,54.06,1060,,45.94,-3.59,-4.66,4.61,114
lolalytics,16.9,https://lolalytics.com/lol/renata/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Renata,renata,UTILITY,support,win_rate_counter,4,Senna,senna,54.06,775,,45.94,-1.91,-2.98,3.37,114
lolalytics,16.9,https://lolalytics.com/lol/renata/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Renata,renata,UTILITY,support,win_rate_counter,5,Janna,janna,53.9,436,,46.1,-1.69,-2.76,1.9,114
lolalytics,16.9,https://lolalytics.com/lol/renekton/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Renekton,renekton,TOP,top,win_rate_counter,1,Teemo,teemo,55.78,3064,,44.22,-3.43,-4.35,2.14,715
lolalytics,16.9,https://lolalytics.com/lol/renekton/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Renekton,renekton,TOP,top,win_rate_counter,2,Singed,singed,54.96,1714,,45.04,-1.77,-2.69,1.2,715
lolalytics,16.9,https://lolalytics.com/lol/renekton/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Renekton,renekton,TOP,top,win_rate_counter,3,Warwick,warwick,54.96,877,,45.04,-1.87,-2.79,0.61,715
lolalytics,16.9,https://lolalytics.com/lol/renekton/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Renekton,renekton,TOP,top,win_rate_counter,4,Kayle,kayle,54.85,1721,,45.15,-1.63,-2.55,1.2,715
lolalytics,16.9,https://lolalytics.com/lol/renekton/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Renekton,renekton,TOP,top,win_rate_counter,5,Varus,varus,54.72,1482,,45.28,-3.89,-4.81,1.04,715
lolalytics,16.9,https://lolalytics.com/lol/rengar/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rengar,rengar,JUNGLE,jungle,win_rate_counter,1,Rammus,rammus,56.6,1136,,43.4,-3.56,-4.17,1.03,551
lolalytics,16.9,https://lolalytics.com/lol/rengar/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rengar,rengar,JUNGLE,jungle,win_rate_counter,2,Belveth,belveth,55.24,1106,,44.76,-2.78,-3.39,1.0,551
lolalytics,16.9,https://lolalytics.com/lol/rengar/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rengar,rengar,JUNGLE,jungle,win_rate_counter,3,Naafiri,naafiri,54.51,4148,,45.49,-3.27,-3.88,3.76,551
lolalytics,16.9,https://lolalytics.com/lol/rengar/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rengar,rengar,JUNGLE,jungle,win_rate_counter,4,Warwick,warwick,53.49,1847,,46.51,-0.4,-1.01,1.67,551
lolalytics,16.9,https://lolalytics.com/lol/rengar/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rengar,rengar,JUNGLE,jungle,win_rate_counter,5,RekSai,reksai,53.33,1397,,46.67,-0.36,-0.97,1.27,551
lolalytics,16.9,https://lolalytics.com/lol/riven/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Riven,riven,TOP,top,win_rate_counter,1,Illaoi,illaoi,53.6,1125,,46.4,-2.87,-5.0,1.25,448
lolalytics,16.9,https://lolalytics.com/lol/riven/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Riven,riven,TOP,top,win_rate_counter,2,Quinn,quinn,53.38,547,,46.62,-2.23,-4.36,0.61,448
lolalytics,16.9,https://lolalytics.com/lol/riven/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Riven,riven,TOP,top,win_rate_counter,3,Malphite,malphite,53.33,3004,,46.67,-1.14,-3.27,3.35,448
lolalytics,16.9,https://lolalytics.com/lol/riven/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Riven,riven,TOP,top,win_rate_counter,4,Renekton,renekton,53.22,3818,,46.78,-3.21,-5.34,4.25,448
lolalytics,16.9,https://lolalytics.com/lol/riven/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Riven,riven,TOP,top,win_rate_counter,5,Poppy,poppy,53.21,1201,,46.79,-1.96,-4.09,1.34,448
lolalytics,16.9,https://lolalytics.com/lol/rumble/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rumble,rumble,TOP,top,win_rate_counter,1,Anivia,anivia,55.57,727,,44.43,-2.29,-2.93,1.08,335
lolalytics,16.9,https://lolalytics.com/lol/rumble/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rumble,rumble,TOP,top,win_rate_counter,2,XinZhao,xinzhao,55.42,913,,44.58,-5.95,-6.59,1.36,335
lolalytics,16.9,https://lolalytics.com/lol/rumble/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rumble,rumble,TOP,top,win_rate_counter,3,Kayle,kayle,55.31,913,,44.69,-2.09,-2.73,1.36,335
lolalytics,16.9,https://lolalytics.com/lol/rumble/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rumble,rumble,TOP,top,win_rate_counter,4,Heimerdinger,heimerdinger,55.23,373,,44.77,-4.16,-4.8,0.56,335
lolalytics,16.9,https://lolalytics.com/lol/rumble/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Rumble,rumble,TOP,top,win_rate_counter,5,Irelia,irelia,53.92,1710,,46.08,-2.49,-3.13,2.55,335
lolalytics,16.9,https://lolalytics.com/lol/ryze/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Ryze,ryze,MIDDLE,middle,win_rate_counter,1,Naafiri,naafiri,54.99,1453,,45.01,-0.95,-0.73,1.76,412
lolalytics,16.9,https://lolalytics.com/lol/ryze/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Ryze,ryze,MIDDLE,middle,win_rate_counter,2,Zed,zed,54.91,3781,,45.09,-2.09,-1.87,4.59,412
lolalytics,16.9,https://lolalytics.com/lol/ryze/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Ryze,ryze,MIDDLE,middle,win_rate_counter,3,Brand,brand,54.53,917,,45.47,-2.9,-2.67,1.11,412
lolalytics,16.9,https://lolalytics.com/lol/ryze/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Ryze,ryze,MIDDLE,middle,win_rate_counter,4,AurelionSol,aurelionsol,54.5,1145,,45.5,-3.56,-3.33,1.39,412
lolalytics,16.9,https://lolalytics.com/lol/ryze/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Ryze,ryze,MIDDLE,middle,win_rate_counter,5,Velkoz,velkoz,54.24,413,,45.76,-2.78,-2.55,0.5,412
lolalytics,16.9,https://lolalytics.com/lol/samira/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Samira,samira,BOTTOM,bottom,win_rate_counter,1,Swain,swain,54.55,955,,45.45,-1.42,-3.71,0.74,642
lolalytics,16.9,https://lolalytics.com/lol/samira/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Samira,samira,BOTTOM,bottom,win_rate_counter,2,Brand,brand,53.6,1860,,46.4,0.86,-1.42,1.45,642
lolalytics,16.9,https://lolalytics.com/lol/samira/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Samira,samira,BOTTOM,bottom,win_rate_counter,3,Xayah,xayah,53.35,3447,,46.65,-1.73,-4.02,2.68,642
lolalytics,16.9,https://lolalytics.com/lol/samira/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Samira,samira,BOTTOM,bottom,win_rate_counter,4,Nilah,nilah,52.37,1606,,47.63,0.31,-1.98,1.25,642
lolalytics,16.9,https://lolalytics.com/lol/samira/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Samira,samira,BOTTOM,bottom,win_rate_counter,5,Smolder,smolder,52.09,15070,,47.91,3.06,0.78,11.74,642
lolalytics,16.9,https://lolalytics.com/lol/sejuani/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sejuani,sejuani,JUNGLE,jungle,win_rate_counter,1,Lillia,lillia,55.37,1024,,44.63,-3.2,-4.26,2.42,211
lolalytics,16.9,https://lolalytics.com/lol/sejuani/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sejuani,sejuani,JUNGLE,jungle,win_rate_counter,2,Trundle,trundle,54.39,239,,45.61,-3.27,-4.33,0.56,211
lolalytics,16.9,https://lolalytics.com/lol/sejuani/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sejuani,sejuani,JUNGLE,jungle,win_rate_counter,3,Amumu,amumu,54.28,608,,45.72,-3.18,-4.24,1.43,211
lolalytics,16.9,https://lolalytics.com/lol/sejuani/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sejuani,sejuani,JUNGLE,jungle,win_rate_counter,4,Nunu,nunu,54.13,436,,45.87,-3.17,-4.23,1.03,211
lolalytics,16.9,https://lolalytics.com/lol/sejuani/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sejuani,sejuani,JUNGLE,jungle,win_rate_counter,5,RekSai,reksai,53.83,431,,46.17,-0.86,-1.92,1.02,211
lolalytics,16.9,https://lolalytics.com/lol/senna/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Senna,senna,UTILITY,support,win_rate_counter,1,Taric,taric,50.29,859,,49.71,2.12,-0.94,0.54,791
lolalytics,16.9,https://lolalytics.com/lol/senna/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Senna,senna,UTILITY,support,win_rate_counter,2,Pyke,pyke,50.11,4366,,49.89,0.5,-2.56,2.76,791
lolalytics,16.9,https://lolalytics.com/lol/senna/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Senna,senna,UTILITY,support,win_rate_counter,3,Zilean,zilean,50.0,2488,,50.0,3.12,0.06,1.57,791
lolalytics,16.9,https://lolalytics.com/lol/senna/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Senna,senna,UTILITY,support,win_rate_counter,4,Seraphine,seraphine,49.97,9534,,50.03,3.46,0.4,6.02,791
lolalytics,16.9,https://lolalytics.com/lol/senna/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Senna,senna,UTILITY,support,win_rate_counter,5,Bard,bard,49.91,5889,,50.09,1.24,-1.82,3.72,791
lolalytics,16.9,https://lolalytics.com/lol/seraphine/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Seraphine,seraphine,UTILITY,support,win_rate_counter,1,Zilean,zilean,49.46,4604,,50.54,3.66,-0.68,1.67,1374
lolalytics,16.9,https://lolalytics.com/lol/seraphine/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Seraphine,seraphine,UTILITY,support,win_rate_counter,2,Milio,milio,49.44,13563,,50.56,2.55,-1.79,4.93,1374
lolalytics,16.9,https://lolalytics.com/lol/seraphine/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Seraphine,seraphine,UTILITY,support,win_rate_counter,3,Janna,janna,48.99,5072,,51.01,3.22,-1.12,1.84,1374
lolalytics,16.9,https://lolalytics.com/lol/seraphine/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Seraphine,seraphine,UTILITY,support,win_rate_counter,4,Sona,sona,48.57,6557,,51.43,4.25,-0.09,2.38,1374
lolalytics,16.9,https://lolalytics.com/lol/seraphine/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Seraphine,seraphine,UTILITY,support,win_rate_counter,5,Bard,bard,48.55,10141,,51.45,2.6,-1.74,3.69,1374
lolalytics,16.9,https://lolalytics.com/lol/sett/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sett,sett,TOP,top,win_rate_counter,1,Vayne,vayne,53.33,2745,,46.67,-2.73,-5.19,2.19,627
lolalytics,16.9,https://lolalytics.com/lol/sett/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sett,sett,TOP,top,win_rate_counter,2,Kayle,kayle,52.44,2176,,47.56,0.78,-1.68,1.73,627
lolalytics,16.9,https://lolalytics.com/lol/sett/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sett,sett,TOP,top,win_rate_counter,3,Malphite,malphite,52.33,3279,,47.67,-0.14,-2.6,2.61,627
lolalytics,16.9,https://lolalytics.com/lol/sett/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sett,sett,TOP,top,win_rate_counter,4,Singed,singed,51.8,1693,,48.2,1.39,-1.07,1.35,627
lolalytics,16.9,https://lolalytics.com/lol/sett/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sett,sett,TOP,top,win_rate_counter,5,Warwick,warwick,51.59,1008,,48.41,1.5,-0.96,0.8,627
lolalytics,16.9,https://lolalytics.com/lol/shaco/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Shaco,shaco,JUNGLE,jungle,win_rate_counter,1,Talon,talon,52.08,4084,,47.92,-0.98,-3.26,3.18,641
lolalytics,16.9,https://lolalytics.com/lol/shaco/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Shaco,shaco,JUNGLE,jungle,win_rate_counter,2,Naafiri,naafiri,51.82,5181,,48.18,-0.58,-2.86,4.04,641
lolalytics,16.9,https://lolalytics.com/lol/shaco/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Shaco,shaco,JUNGLE,jungle,win_rate_counter,3,RekSai,reksai,51.34,1525,,48.66,1.63,-0.65,1.19,641
lolalytics,16.9,https://lolalytics.com/lol/shaco/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Shaco,shaco,JUNGLE,jungle,win_rate_counter,4,Kayn,kayn,51.19,5655,,48.81,0.76,-1.52,4.41,641
lolalytics,16.9,https://lolalytics.com/lol/shaco/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Shaco,shaco,JUNGLE,jungle,win_rate_counter,5,Shyvana,shyvana,51.12,4546,,48.88,2.28,0.0,3.54,641
lolalytics,16.9,https://lolalytics.com/lol/shen/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Shen,shen,TOP,top,win_rate_counter,1,Vayne,vayne,52.15,2161,,47.85,-1.55,-4.32,2.18,494
lolalytics,16.9,https://lolalytics.com/lol/shen/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Shen,shen,TOP,top,win_rate_counter,2,Singed,singed,51.88,1544,,48.12,1.31,-1.46,1.56,494
lolalytics,16.9,https://lolalytics.com/lol/shen/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Shen,shen,TOP,top,win_rate_counter,3,Sett,sett,51.71,2719,,48.29,-0.16,-2.93,2.75,494
lolalytics,16.9,https://lolalytics.com/lol/shen/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Shen,shen,TOP,top,win_rate_counter,4,Mordekaiser,mordekaiser,51.54,4121,,48.46,-0.08,-2.85,4.17,494
lolalytics,16.9,https://lolalytics.com/lol/shen/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Shen,shen,TOP,top,win_rate_counter,5,Olaf,olaf,51.34,1340,,48.66,1.76,-1.01,1.35,494
lolalytics,16.9,https://lolalytics.com/lol/shyvana/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Shyvana,shyvana,JUNGLE,jungle,win_rate_counter,1,Sylas,sylas,55.2,6743,,44.8,-4.14,-8.45,4.01,841
lolalytics,16.9,https://lolalytics.com/lol/shyvana/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Shyvana,shyvana,JUNGLE,jungle,win_rate_counter,2,Brand,brand,51.26,1268,,48.74,-1.21,-5.52,0.75,841
lolalytics,16.9,https://lolalytics.com/lol/shyvana/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Shyvana,shyvana,JUNGLE,jungle,win_rate_counter,3,RekSai,reksai,50.35,1728,,49.65,2.62,-1.69,1.03,841
lolalytics,16.9,https://lolalytics.com/lol/shyvana/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Shyvana,shyvana,JUNGLE,jungle,win_rate_counter,4,Belveth,belveth,49.43,1853,,50.57,3.03,-1.28,1.1,841
lolalytics,16.9,https://lolalytics.com/lol/shyvana/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Shyvana,shyvana,JUNGLE,jungle,win_rate_counter,5,Udyr,udyr,48.94,2536,,51.06,2.77,-1.54,1.51,841
lolalytics,16.9,https://lolalytics.com/lol/singed/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Singed,singed,TOP,top,win_rate_counter,1,Gangplank,gangplank,55.81,2116,,44.19,-4.07,-8.17,2.86,369
lolalytics,16.9,https://lolalytics.com/lol/singed/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Singed,singed,TOP,top,win_rate_counter,2,Kayle,kayle,54.93,2079,,45.07,-1.71,-5.81,2.81,369
lolalytics,16.9,https://lolalytics.com/lol/singed/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Singed,singed,TOP,top,win_rate_counter,3,Varus,varus,53.36,862,,46.64,-2.53,-6.63,1.17,369
lolalytics,16.9,https://lolalytics.com/lol/singed/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Singed,singed,TOP,top,win_rate_counter,4,Anivia,anivia,52.83,547,,47.17,0.45,-3.65,0.74,369
lolalytics,16.9,https://lolalytics.com/lol/singed/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Singed,singed,TOP,top,win_rate_counter,5,Urgot,urgot,52.31,1080,,47.69,-0.44,-4.54,1.46,369
lolalytics,16.9,https://lolalytics.com/lol/sion/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sion,sion,TOP,top,win_rate_counter,1,Zaahen,zaahen,54.6,1828,,45.4,-4.19,-5.94,1.52,602
lolalytics,16.9,https://lolalytics.com/lol/sion/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sion,sion,TOP,top,win_rate_counter,2,Shen,shen,53.73,2611,,46.27,-1.87,-3.62,2.17,602
lolalytics,16.9,https://lolalytics.com/lol/sion/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sion,sion,TOP,top,win_rate_counter,3,Yone,yone,53.45,4412,,46.55,-2.79,-4.54,3.66,602
lolalytics,16.9,https://lolalytics.com/lol/sion/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sion,sion,TOP,top,win_rate_counter,4,Gwen,gwen,53.4,3221,,46.6,-1.77,-3.52,2.67,602
lolalytics,16.9,https://lolalytics.com/lol/sion/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sion,sion,TOP,top,win_rate_counter,5,Olaf,olaf,53.4,1339,,46.6,-0.3,-2.05,1.11,602
lolalytics,16.9,https://lolalytics.com/lol/sivir/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sivir,sivir,BOTTOM,bottom,win_rate_counter,1,Twitch,twitch,53.09,1761,,46.91,-1.83,-2.88,1.75,503
lolalytics,16.9,https://lolalytics.com/lol/sivir/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sivir,sivir,BOTTOM,bottom,win_rate_counter,2,KogMaw,kogmaw,53.02,579,,46.98,-0.55,-1.6,0.57,503
lolalytics,16.9,https://lolalytics.com/lol/sivir/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sivir,sivir,BOTTOM,bottom,win_rate_counter,3,Karthus,karthus,52.88,573,,47.12,1.82,0.77,0.57,503
lolalytics,16.9,https://lolalytics.com/lol/sivir/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sivir,sivir,BOTTOM,bottom,win_rate_counter,4,Ashe,ashe,52.5,9035,,47.5,0.41,-0.64,8.97,503
lolalytics,16.9,https://lolalytics.com/lol/sivir/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sivir,sivir,BOTTOM,bottom,win_rate_counter,5,Lucian,lucian,52.5,3878,,47.5,-1.99,-3.04,3.85,503
lolalytics,16.9,https://lolalytics.com/lol/skarner/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Skarner,skarner,UTILITY,support,win_rate_counter,1,Camille,camille,62.26,53,,37.74,-13.22,-12.56,0.6,50
lolalytics,16.9,https://lolalytics.com/lol/skarner/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Skarner,skarner,UTILITY,support,win_rate_counter,2,Xerath,xerath,60.36,111,,39.64,-9.85,-9.19,1.25,50
lolalytics,16.9,https://lolalytics.com/lol/skarner/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Skarner,skarner,UTILITY,support,win_rate_counter,3,Sona,sona,59.23,130,,40.77,-6.41,-5.76,1.46,50
lolalytics,16.9,https://lolalytics.com/lol/skarner/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Skarner,skarner,UTILITY,support,win_rate_counter,4,Alistar,alistar,59.15,213,,40.85,-8.81,-8.15,2.39,50
lolalytics,16.9,https://lolalytics.com/lol/skarner/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Skarner,skarner,UTILITY,support,win_rate_counter,5,Shaco,shaco,59.04,83,,40.96,-9.13,-8.47,0.93,50
lolalytics,16.9,https://lolalytics.com/lol/smolder/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Smolder,smolder,BOTTOM,bottom,win_rate_counter,1,Brand,brand,48.96,10193,,51.04,5.5,-0.57,1.93,2644
lolalytics,16.9,https://lolalytics.com/lol/smolder/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Smolder,smolder,BOTTOM,bottom,win_rate_counter,2,Seraphine,seraphine,48.41,2822,,51.59,5.65,-0.42,0.53,2644
