champion_id,champion_name,position,feature_version,pick_count,win_count,surrender_loss_count,position_share,is_primary_position,created_at
5,XinZhao,JUNGLE,v2_timeseries_7_15_16_9_only,354,178,60,0.783186,True,2026-06-07T21:17:37+00:00
5,XinZhao,MIDDLE,v2_timeseries_7_15_16_9_only,10,5,0,0.022124,False,2026-06-07T21:17:37+00:00
5,XinZhao,TOP,v2_timeseries_7_15_16_9_only,85,39,8,0.188053,False,2026-06-07T21:17:37+00:00
5,XinZhao,UTILITY,v2_timeseries_7_15_16_9_only,3,2,0,0.006637,False,2026-06-07T21:17:37+00:00
157,Yasuo,BOTTOM,v2_timeseries_7_15_16_9_only,11,5,0,0.041985,False,2026-06-07T21:17:37+00:00
157,Yasuo,MIDDLE,v2_timeseries_7_15_16_9_only,154,74,25,0.587786,True,2026-06-07T21:17:37+00:00
157,Yasuo,TOP,v2_timeseries_7_15_16_9_only,94,39,16,0.358779,False,2026-06-07T21:17:37+00:00
157,Yasuo,UTILITY,v2_timeseries_7_15_16_9_only,3,0,2,0.01145,False,2026-06-07T21:17:37+00:00
777,Yone,BOTTOM,v2_timeseries_7_15_16_9_only,2,2,0,0.005051,False,2026-06-07T21:17:37+00:00
777,Yone,JUNGLE,v2_timeseries_7_15_16_9_only,5,2,0,0.012626,False,2026-06-07T21:17:37+00:00
777,Yone,MIDDLE,v2_timeseries_7_15_16_9_only,160,79,26,0.40404,False,2026-06-07T21:17:37+00:00
777,Yone,TOP,v2_timeseries_7_15_16_9_only,228,115,49,0.575758,True,2026-06-07T21:17:37+00:00
777,Yone,UTILITY,v2_timeseries_7_15_16_9_only,1,0,0,0.002525,False,2026-06-07T21:17:37+00:00
83,Yorick,JUNGLE,v2_timeseries_7_15_16_9_only,3,0,0,0.02521,False,2026-06-07T21:17:37+00:00
83,Yorick,MIDDLE,v2_timeseries_7_15_16_9_only,8,3,1,0.067227,False,2026-06-07T21:17:37+00:00
83,Yorick,TOP,v2_timeseries_7_15_16_9_only,107,53,9,0.89916,True,2026-06-07T21:17:37+00:00
83,Yorick,UTILITY,v2_timeseries_7_15_16_9_only,1,0,1,0.008403,False,2026-06-07T21:17:37+00:00
804,Yunara,BOTTOM,v2_timeseries_7_15_16_9_only,233,119,46,1.0,True,2026-06-07T21:17:37+00:00
350,Yuumi,UTILITY,v2_timeseries_7_15_16_9_only,187,89,27,1.0,True,2026-06-07T21:17:37+00:00
904,Zaahen,JUNGLE,v2_timeseries_7_15_16_9_only,11,8,1,0.150685,False,2026-06-07T21:17:37+00:00
904,Zaahen,MIDDLE,v2_timeseries_7_15_16_9_only,2,2,0,0.027397,False,2026-06-07T21:17:37+00:00
904,Zaahen,TOP,v2_timeseries_7_15_16_9_only,60,34,9,0.821918,True,2026-06-07T21:17:37+00:00
154,Zac,JUNGLE,v2_timeseries_7_15_16_9_only,79,43,9,0.711712,True,2026-06-07T21:17:37+00:00
154,Zac,MIDDLE,v2_timeseries_7_15_16_9_only,8,5,1,0.072072,False,2026-06-07T21:17:37+00:00
154,Zac,TOP,v2_timeseries_7_15_16_9_only,15,7,1,0.135135,False,2026-06-07T21:17:37+00:00
154,Zac,UTILITY,v2_timeseries_7_15_16_9_only,9,3,2,0.081081,False,2026-06-07T21:17:37+00:00
238,Zed,BOTTOM,v2_timeseries_7_15_16_9_only,2,1,1,0.006192,False,2026-06-07T21:17:37+00:00
